Beam_I [mm4],Column_I [mm4],Bracing_A [mm2],Load_Lat [kN],Disp_lat [m]
8.693,136.7,325.0,50.0,0.006077285681414006
13.17,3.492,137.0,10.0,0.002978261479492202
13.17,3.492,137.0,20.0,0.005947675357530861
13.17,3.492,137.0,30.0,0.008917089235569518
13.17,3.492,137.0,40.0,0.011886503113608178
13.17,3.492,137.0,50.0,0.014855916991646836
13.17,3.492,153.0,10.0,0.002673601778392197
13.17,3.492,153.0,20.0,0.00533828749612727
13.17,3.492,153.0,30.0,0.008002973213862338
13.17,3.492,153.0,40.0,0.010667658931597416
13.17,3.492,153.0,50.0,0.013332344649332488
13.17,3.492,182.0,10.0,0.0022579955221436695
13.17,3.492,182.0,20.0,0.0045069514441006
13.17,3.492,182.0,30.0,0.006755907366057527
13.17,3.492,182.0,40.0,0.009004863288014458
13.17,3.492,182.0,50.0,0.011253819209971384
13.17,3.492,178.0,10.0,0.002307264786081663
13.17,3.492,178.0,20.0,0.004605506971065387
13.17,3.492,178.0,30.0,0.00690374915604911
13.17,3.492,178.0,40.0,0.009201991341032835
13.17,3.492,178.0,50.0,0.011500233526016557
13.17,3.492,198.0,10.0,0.0020808379957735173
13.17,3.492,198.0,20.0,0.004152568523178645
13.17,3.492,198.0,30.0,0.0062242990505837715
13.17,3.492,198.0,40.0,0.008296029577988898
13.17,3.492,198.0,50.0,0.010367760105394029
13.17,3.492,238.0,10.0,0.0017422279404677105
13.17,3.492,238.0,20.0,0.00347517961662057
13.17,3.492,238.0,30.0,0.005208131292773428
13.17,3.492,238.0,40.0,0.0069410829689262885
13.17,3.492,238.0,50.0,0.008674034645079149
13.17,3.492,254.0,10.0,0.001636672757569127
13.17,3.492,254.0,20.0,0.003264002071714857
13.17,3.492,254.0,30.0,0.004891331385860587
13.17,3.492,254.0,40.0,0.006518660700006316
13.17,3.492,254.0,50.0,0.008145990014152048
13.17,3.492,307.0,10.0,0.0013656973455215106
13.17,3.492,307.0,20.0,0.0027218300398412216
13.17,3.492,307.0,30.0,0.004077962734160934
13.17,3.492,307.0,40.0,0.005434095428480646
13.17,3.492,307.0,50.0,0.006790228122800357
13.17,3.492,373.0,10.0,0.0011360670870642603
13.17,3.492,373.0,20.0,0.0022622967451779207
13.17,3.492,373.0,30.0,0.003388526403291581
13.17,3.492,373.0,40.0,0.00451475606140524
13.17,3.492,373.0,50.0,0.005640985719518903
13.17,3.492,325.0,10.0,0.001293802089160406
13.17,3.492,325.0,20.0,0.002577964845967105
13.17,3.492,325.0,30.0,0.0038621276027738026
13.17,3.492,325.0,40.0,0.005146290359580502
13.17,3.492,325.0,50.0,0.006430453116387202
13.17,6.062,137.0,10.0,0.0029645961102220428
13.17,6.062,137.0,20.0,0.00592041123560771
13.17,6.062,137.0,30.0,0.008876226360993379
13.17,6.062,137.0,40.0,0.011832041486379044
13.17,6.062,137.0,50.0,0.014787856611764714
13.17,6.062,153.0,10.0,0.0026599287790602896
13.17,6.062,153.0,20.0,0.005311015865204849
13.17,6.062,153.0,30.0,0.00796210295134941
13.17,6.062,153.0,40.0,0.010613190037493971
13.17,6.062,153.0,50.0,0.013264277123638535
13.17,6.062,182.0,10.0,0.00224430876796753
13.17,6.062,182.0,20.0,0.00447966631574053
13.17,6.062,182.0,30.0,0.006715023863513533
13.17,6.062,182.0,40.0,0.008950381411286538
13.17,6.062,182.0,50.0,0.011185738959059536
13.17,6.062,178.0,10.0,0.002293579923674129
13.17,6.062,178.0,20.0,0.00457822369628213
13.17,6.062,178.0,30.0,0.0068628674688901315
13.17,6.062,178.0,40.0,0.009147511241498133
13.17,6.062,178.0,50.0,0.011432155014106138
13.17,6.062,198.0,10.0,0.0020671436911820886
13.17,6.062,198.0,20.0,0.0041252760051671425
13.17,6.062,198.0,30.0,0.0061834083191521965
13.17,6.062,198.0,40.0,0.008241540633137246
13.17,6.062,198.0,50.0,0.010299672947122305
13.17,6.062,238.0,10.0,0.0017285148704036296
13.17,6.062,238.0,20.0,0.003447868786805184
13.17,6.062,238.0,30.0,0.00516722270320674
13.17,6.062,238.0,40.0,0.006886576619608296
13.17,6.062,238.0,50.0,0.00860593053600985
13.17,6.062,254.0,10.0,0.0016229522230020636
13.17,6.062,254.0,20.0,0.003236683977927727
13.17,6.062,254.0,30.0,0.004850415732853389
13.17,6.062,254.0,40.0,0.006464147487779053
13.17,6.062,254.0,50.0,0.008077879242704715
13.17,6.062,307.0,10.0,0.0013519522416696574
13.17,6.062,307.0,20.0,0.0026944881111308095
13.17,6.062,307.0,30.0,0.004037023980591963
13.17,6.062,307.0,40.0,0.005379559850053116
13.17,6.062,307.0,50.0,0.0067220957195142685
13.17,6.062,373.0,10.0,0.0011222916947538992
13.17,6.062,373.0,20.0,0.002234925577553975
13.17,6.062,373.0,30.0,0.003347559460354051
13.17,6.062,373.0,40.0,0.004460193343154126
13.17,6.062,373.0,50.0,0.005572827225954202
13.17,6.062,325.0,10.0,0.0012800486926148723
13.17,6.062,325.0,20.0,0.002550614896742906
13.17,6.062,325.0,30.0,0.0038211811008709417
13.17,6.062,325.0,40.0,0.005091747304998976
13.17,6.062,325.0,50.0,0.00636231350912701
13.17,10.33,137.0,10.0,0.0029509017048114363
13.17,10.33,137.0,20.0,0.005893089157632493
13.17,10.33,137.0,30.0,0.008835276610453548
13.17,10.33,137.0,40.0,0.0117774640632746
13.17,10.33,137.0,50.0,0.014719651516095658
13.17,10.33,153.0,10.0,0.0026462267289911355
13.17,10.33,153.0,20.0,0.005283686266081016
13.17,10.33,153.0,30.0,0.007921145803170897
13.17,10.33,153.0,40.0,0.01055860534026078
13.17,10.33,153.0,50.0,0.013196064877350663
13.17,10.33,182.0,10.0,0.002230592939057938
13.17,10.33,182.0,20.0,0.004452323204115681
13.17,10.33,182.0,30.0,0.006674053469173422
13.17,10.33,182.0,40.0,0.008895783734231166
13.17,10.33,182.0,50.0,0.011117513999288911
13.17,10.33,178.0,10.0,0.0022798659896970446
13.17,10.33,178.0,20.0,0.004550882439892871
13.17,10.33,178.0,30.0,0.006821898890088696
13.17,10.33,178.0,40.0,0.009092915340284521
13.17,10.33,178.0,50.0,0.011363931790480347
13.17,10.33,198.0,10.0,0.002053420299559003
13.17,10.33,198.0,20.0,0.004097925498302416
13.17,10.33,198.0,30.0,0.00614243069704583
13.17,10.33,198.0,40.0,0.008186935895789242
13.17,10.33,198.0,50.0,0.010231441094532657
13.17,10.33,238.0,10.0,0.001714772684379036
13.17,10.33,238.0,20.0,0.003420499959638288
13.17,10.33,238.0,30.0,0.005126227234897543
13.17,10.33,238.0,40.0,0.0068319545101567965
13.17,10.33,238.0,50.0,0.008537681785416048
13.17,10.33,254.0,10.0,0.0016092025613954869
13.17,10.33,254.0,20.0,0.0032093078849372895
13.17,10.33,254.0,30.0,0.004809413208479091
13.17,10.33,254.0,40.0,0.006409518532020894
13.17,10.33,254.0,50.0,0.008009623855562694
13.17,10.33,307.0,10.0,0.0013381779752413808
13.17,10.33,307.0,20.0,0.002667088180999568
13.17,10.33,307.0,30.0,0.003995998386757756
13.17,10.33,307.0,40.0,0.0053249085925159406
13.17,10.33,307.0,50.0,0.006653818798274129
13.17,10.33,373.0,10.0,0.0011084870970126314
13.17,10.33,373.0,20.0,0.0022074964108210276
13.17,10.33,373.0,30.0,0.003306505724629424
13.17,10.33,373.0,40.0,0.0044055150384378185
13.17,10.33,373.0,50.0,0.005504524352246215
13.17,10.33,325.0,10.0,0.0012662661216939811
13.17,10.33,325.0,20.0,0.0025232069463078616
13.17,10.33,325.0,30.0,0.0037801477709217433
13.17,10.33,325.0,40.0,0.005037088595535625
13.17,10.33,325.0,50.0,0.006294029420149505
13.17,16.73,137.0,10.0,0.002940088414103515
13.17,16.73,137.0,20.0,0.005871515181109987
13.17,16.73,137.0,30.0,0.008802941948116462
13.17,16.73,137.0,40.0,0.01173436871512293
13.17,16.73,137.0,50.0,0.014665795482129396
13.17,16.73,153.0,10.0,0.0026354074097018473
13.17,16.73,153.0,20.0,0.00526210636448206
13.17,16.73,153.0,30.0,0.007888805319262273
13.17,16.73,153.0,40.0,0.010515504274042487
13.17,16.73,153.0,50.0,0.013142203228822705
13.17,16.73,182.0,10.0,0.002219762756625121
13.17,16.73,182.0,20.0,0.004430732666697913
13.17,16.73,182.0,30.0,0.006641702576770704
13.17,16.73,182.0,40.0,0.008852672486843497
13.17,16.73,182.0,50.0,0.011063642396916285
13.17,16.73,178.0,10.0,0.0022690373010456682
13.17,16.73,178.0,20.0,0.004529293362186327
13.17,16.73,178.0,30.0,0.006789549423326985
13.17,16.73,178.0,40.0,0.009049805484467644
13.17,16.73,178.0,50.0,0.0113100615456083
13.17,16.73,198.0,10.0,0.0020425841558259984
13.17,16.73,198.0,20.0,0.004076329143675238
13.17,16.73,198.0,30.0,0.006110074131524476
13.17,16.73,198.0,40.0,0.008143819119373714
13.17,16.73,198.0,50.0,0.010177564107222951
13.17,16.73,238.0,10.0,0.0017039217279679062
13.17,16.73,238.0,20.0,0.003398889201291626
13.17,16.73,238.0,30.0,0.005093856674615349
13.17,16.73,238.0,40.0,0.00678882414793907
13.17,16.73,238.0,50.0,0.00848379162126279
13.17,16.73,254.0,10.0,0.0015983457136340016
13.17,16.73,254.0,20.0,0.003187691416097799
13.17,16.73,254.0,30.0,0.004777037118561596
13.17,16.73,254.0,40.0,0.0063663828210253955
13.17,16.73,254.0,50.0,0.007955728523489195
13.17,16.73,307.0,10.0,0.001327301737647699
13.17,16.73,307.0,20.0,0.0026454529822437247
13.17,16.73,307.0,30.0,0.003963604226839751
13.17,16.73,307.0,40.0,0.005281755471435777
13.17,16.73,307.0,50.0,0.006599906716031802
13.17,16.73,373.0,10.0,0.0010975869565902907
13.17,16.73,373.0,20.0,0.0021858382441019212
13.17,16.73,373.0,30.0,0.003274089531613552
13.17,16.73,373.0,40.0,0.004362340819125181
13.17,16.73,373.0,50.0,0.005450592106636811
13.17,16.73,325.0,10.0,0.0012553833397796045
13.17,16.73,325.0,20.0,0.0025015654466122176
13.17,16.73,325.0,30.0,0.0037477475534448304
13.17,16.73,325.0,40.0,0.0049939296602774415
13.17,16.73,325.0,50.0,0.006240111767110056
13.17,25.1,137.0,10.0,0.002933478045463627
13.17,25.1,137.0,20.0,0.0058583263987059715
13.17,25.1,137.0,30.0,0.008783174751948317
13.17,25.1,137.0,40.0,0.011708023105190663
13.17,25.1,137.0,50.0,0.014632871458433009
13.17,25.1,153.0,10.0,0.0026287933641541816
13.17,25.1,153.0,20.0,0.005248913970985649
13.17,25.1,153.0,30.0,0.007869034577817118
13.17,25.1,153.0,40.0,0.010489155184648581
13.17,25.1,153.0,50.0,0.013109275791480047
13.17,25.1,182.0,10.0,0.0022131420911350856
13.17,25.1,182.0,20.0,0.004417533807402488
13.17,25.1,182.0,30.0,0.006621925523669891
13.17,25.1,182.0,40.0,0.008826317239937298
13.17,25.1,182.0,50.0,0.0110307089562047
13.17,25.1,178.0,10.0,0.002262417545516011
13.17,25.1,178.0,20.0,0.004516095389278003
13.17,25.1,178.0,30.0,0.006769773233039994
13.17,25.1,178.0,40.0,0.009023451076801987
13.17,25.1,178.0,50.0,0.011277128920563978
13.17,25.1,198.0,10.0,0.0020359598597645585
13.17,25.1,198.0,20.0,0.004063126754537624
13.17,25.1,198.0,30.0,0.006090293649310687
13.17,25.1,198.0,40.0,0.008117460544083754
13.17,25.1,198.0,50.0,0.010144627438856817
13.17,25.1,238.0,10.0,0.001697288414901636
13.17,25.1,238.0,20.0,0.0033856780855523187
13.17,25.1,238.0,30.0,0.005074067756203002
13.17,25.1,238.0,40.0,0.006762457426853683
13.17,25.1,238.0,50.0,0.008450847097504367
13.17,25.1,254.0,10.0,0.0015917088153949174
13.17,25.1,254.0,20.0,0.003174476844393508
13.17,25.1,254.0,30.0,0.004757244873392099
13.17,25.1,254.0,40.0,0.006340012902390689
13.17,25.1,254.0,50.0,0.00792278093138928
13.17,25.1,307.0,10.0,0.0013206530418126325
13.17,25.1,307.0,20.0,0.0026322270841447454
13.17,25.1,307.0,30.0,0.003943801126476858
13.17,25.1,307.0,40.0,0.005255375168808973
13.17,25.1,307.0,50.0,0.006566949211141085
13.17,25.1,373.0,10.0,0.0010909237179626654
13.17,25.1,373.0,20.0,0.0021725984656903214
13.17,25.1,373.0,30.0,0.003254273213417977
13.17,25.1,373.0,40.0,0.0043359479611456316
13.17,25.1,373.0,50.0,0.005417622708873288
13.17,25.1,325.0,10.0,0.0012487306623789934
13.17,25.1,325.0,20.0,0.00248833574009896
13.17,25.1,325.0,30.0,0.003727940817818927
13.17,25.1,325.0,40.0,0.004967545895538893
13.17,25.1,325.0,50.0,0.006207150973258859
13.17,36.92,137.0,10.0,0.002927182945317773
13.17,36.92,137.0,20.0,0.005845766736423201
13.17,36.92,137.0,30.0,0.008764350527528629
13.17,36.92,137.0,40.0,0.011682934318634059
13.17,36.92,137.0,50.0,0.014601518109739486
13.17,36.92,153.0,10.0,0.0026224947924708957
13.17,36.92,153.0,20.0,0.005236350926836021
13.17,36.92,153.0,30.0,0.007850207061201146
13.17,36.92,153.0,40.0,0.010464063195566272
13.17,36.92,153.0,50.0,0.013077919329931397
13.17,36.92,182.0,10.0,0.002206837264242712
13.17,36.92,182.0,20.0,0.0044049647012632965
13.17,36.92,182.0,30.0,0.0066030921382838875
13.17,36.92,182.0,40.0,0.008801219575304473
13.17,36.92,182.0,50.0,0.010999347012325062
13.17,36.92,178.0,10.0,0.0022561135787456453
13.17,36.92,178.0,20.0,0.004503527114532089
13.17,36.92,178.0,30.0,0.006750940650318532
13.17,36.92,178.0,40.0,0.00899835418610497
13.17,36.92,178.0,50.0,0.011245767721891417
13.17,36.92,198.0,10.0,0.002029651600400582
13.17,36.92,198.0,20.0,0.004050554336709115
13.17,36.92,198.0,30.0,0.006071457073017648
13.17,36.92,198.0,40.0,0.00809235980932618
13.17,36.92,198.0,50.0,0.010113262545634712
13.17,36.92,238.0,10.0,0.0016909716264598663
13.17,36.92,238.0,20.0,0.0033730974761076926
13.17,36.92,238.0,30.0,0.005055223325755518
13.17,36.92,238.0,40.0,0.0067373491754033465
13.17,36.92,238.0,50.0,0.008419475025051172
13.17,36.92,254.0,10.0,0.0015853886345015668
13.17,36.92,254.0,20.0,0.0031618929895542904
13.17,36.92,254.0,30.0,0.004738397344607013
13.17,36.92,254.0,40.0,0.006314901699659734
13.17,36.92,254.0,50.0,0.007891406054712459
13.17,36.92,307.0,10.0,0.0013143216934498954
13.17,36.92,307.0,20.0,0.002619632588860724
13.17,36.92,307.0,30.0,0.003924943484271553
13.17,36.92,307.0,40.0,0.005230254379682382
13.17,36.92,307.0,50.0,0.0065355652750932105
13.17,36.92,373.0,10.0,0.0010845785962979634
13.17,36.92,373.0,20.0,0.002159990922578325
13.17,36.92,373.0,30.0,0.0032354032488586862
13.17,36.92,373.0,40.0,0.0043108155751390475
13.17,36.92,373.0,50.0,0.0053862279014194065
13.17,36.92,325.0,10.0,0.0012423955438698384
13.17,36.92,325.0,20.0,0.0024757376656999786
13.17,36.92,325.0,30.0,0.0037090797875301194
13.17,36.92,325.0,40.0,0.004942421909360259
13.17,36.92,325.0,50.0,0.0061757640311903995
13.17,54.1,137.0,10.0,0.002921774610721844
13.17,54.1,137.0,20.0,0.005834976375998204
13.17,54.1,137.0,30.0,0.008748178141274566
13.17,54.1,137.0,40.0,0.01166137990655092
13.17,54.1,137.0,50.0,0.014574581671827284
13.17,54.1,153.0,10.0,0.0026170835264921364
13.17,54.1,153.0,20.0,0.005225557759033968
13.17,54.1,153.0,30.0,0.0078340319915758
13.17,54.1,153.0,40.0,0.01044250622411763
13.17,54.1,153.0,50.0,0.013050980456659466
13.17,54.1,182.0,10.0,0.002201420709841031
13.17,54.1,182.0,20.0,0.004394166492993071
13.17,54.1,182.0,30.0,0.006586912276145117
13.17,54.1,182.0,40.0,0.008779658059297158
13.17,54.1,182.0,50.0,0.010972403842449201
13.17,54.1,178.0,10.0,0.0022506977519286455
13.17,54.1,178.0,20.0,0.004492729598024095
13.17,54.1,178.0,30.0,0.0067347614441195455
13.17,54.1,178.0,40.0,0.008976793290214995
13.17,54.1,178.0,50.0,0.011218825136310442
13.17,54.1,198.0,10.0,0.0020242321413920738
13.17,54.1,198.0,20.0,0.004039753371801947
13.17,54.1,198.0,30.0,0.006055274602211819
13.17,54.1,198.0,40.0,0.008070795832621689
13.17,54.1,198.0,50.0,0.010086317063031562
13.17,54.1,238.0,10.0,0.0016855449440103074
13.17,54.1,238.0,20.0,0.003362289686367163
13.17,54.1,238.0,30.0,0.005039034428724019
13.17,54.1,238.0,40.0,0.006715779171080873
13.17,54.1,238.0,50.0,0.008392523913437727
13.17,54.1,254.0,10.0,0.0015799590769304535
13.17,54.1,254.0,20.0,0.0031510824939344375
13.17,54.1,254.0,30.0,0.004722205910938421
13.17,54.1,254.0,40.0,0.006293329327942407
13.17,54.1,254.0,50.0,0.007864452744946392
13.17,54.1,307.0,10.0,0.0013088826646721248
13.17,54.1,307.0,20.0,0.0026088132146984116
13.17,54.1,307.0,30.0,0.0039087437647247
13.17,54.1,307.0,40.0,0.005208674314750988
13.17,54.1,307.0,50.0,0.006508604864777276
13.17,54.1,373.0,10.0,0.0010791278736286731
13.17,54.1,373.0,20.0,0.0021491606465613763
13.17,54.1,373.0,30.0,0.0032191934194940805
13.17,54.1,373.0,40.0,0.004289226192426783
13.17,54.1,373.0,50.0,0.005359258965359487
13.17,54.1,325.0,10.0,0.001236953315469935
13.17,54.1,325.0,20.0,0.0024649153027036536
13.17,54.1,325.0,30.0,0.003692877289937372
13.17,54.1,325.0,40.0,0.004920839277171093
13.17,54.1,325.0,50.0,0.006148801264404811
13.17,77.63,137.0,10.0,0.0029172874438461774
13.17,77.63,137.0,20.0,0.005826024048337815
13.17,77.63,137.0,30.0,0.008734760652829453
13.17,77.63,137.0,40.0,0.011643497257321087
13.17,77.63,137.0,50.0,0.014552233861812728
13.17,77.63,153.0,10.0,0.0026125940059667247
13.17,77.63,153.0,20.0,0.00521660326001248
13.17,77.63,153.0,30.0,0.007820612514058236
13.17,77.63,153.0,40.0,0.01042462176810399
13.17,77.63,153.0,50.0,0.013028631022149744
13.17,77.63,182.0,10.0,0.0021969269319840504
13.17,77.63,182.0,20.0,0.004385208076214846
13.17,77.63,182.0,30.0,0.006573489220445642
13.17,77.63,182.0,40.0,0.008761770364676437
13.17,77.63,182.0,50.0,0.010950051508907236
13.17,77.63,178.0,10.0,0.002246204560517471
13.17,77.63,178.0,20.0,0.00448377172011748
13.17,77.63,178.0,30.0,0.006721338879717491
13.17,77.63,178.0,40.0,0.008958906039317501
13.17,77.63,178.0,50.0,0.01119647319891751
13.17,77.63,198.0,10.0,0.0020197360204291365
13.17,77.63,198.0,20.0,0.004030792804543566
13.17,77.63,198.0,30.0,0.006041849588657999
13.17,77.63,198.0,40.0,0.00805290637277243
13.17,77.63,198.0,50.0,0.010063963156886862
13.17,77.63,238.0,10.0,0.0016810429846808633
13.17,77.63,238.0,20.0,0.003353323777542792
13.17,77.63,238.0,30.0,0.0050256045704047195
13.17,77.63,238.0,40.0,0.006697885363266649
13.17,77.63,238.0,50.0,0.008370166156128577
13.17,77.63,254.0,10.0,0.0015754547900302452
13.17,77.63,254.0,20.0,0.003142114461713921
13.17,77.63,254.0,30.0,0.004708774133397599
13.17,77.63,254.0,40.0,0.006275433805081272
13.17,77.63,254.0,50.0,0.007842093476764947
13.17,77.63,307.0,10.0,0.0013043706980165979
13.17,77.63,307.0,20.0,0.00259983819722536
13.17,77.63,307.0,30.0,0.003895305696434122
13.17,77.63,307.0,40.0,0.005190773195642886
13.17,77.63,307.0,50.0,0.006486240694851648
13.17,77.63,373.0,10.0,0.0010746064029797775
13.17,77.63,373.0,20.0,0.0021401770196981455
13.17,77.63,373.0,30.0,0.0032057476364165116
13.17,77.63,373.0,40.0,0.004271318253134879
13.17,77.63,373.0,50.0,0.005336888869853246
13.17,77.63,325.0,10.0,0.0012324387506179126
13.17,77.63,325.0,20.0,0.002455937928224403
13.17,77.63,325.0,30.0,0.003679437105830893
13.17,77.63,325.0,40.0,0.004902936283437383
13.17,77.63,325.0,50.0,0.006126435461043873
13.17,104.5,137.0,10.0,0.0029146582750985495
13.17,104.5,137.0,20.0,0.0058207786569533055
13.17,104.5,137.0,30.0,0.00872689903880806
13.17,104.5,137.0,40.0,0.011633019420662817
13.17,104.5,137.0,50.0,0.014539139802517574
13.17,104.5,153.0,10.0,0.002609963545434997
13.17,104.5,153.0,20.0,0.005211356769208554
13.17,104.5,153.0,30.0,0.007812749992982114
13.17,104.5,153.0,40.0,0.010414143216755673
13.17,104.5,153.0,50.0,0.013015536440529232
13.17,104.5,182.0,10.0,0.002194294127873039
13.17,104.5,182.0,20.0,0.004379959591750144
13.17,104.5,182.0,30.0,0.006565625055627248
13.17,104.5,182.0,40.0,0.008751290519504353
13.17,104.5,182.0,50.0,0.01093695598338146
13.17,104.5,178.0,10.0,0.0022435720797094735
13.17,104.5,178.0,20.0,0.004478523510510745
13.17,104.5,178.0,30.0,0.006713474941312013
13.17,104.5,178.0,40.0,0.008948426372113282
13.17,104.5,178.0,50.0,0.011183377802914552
13.17,104.5,198.0,10.0,0.0020171019232114074
13.17,104.5,198.0,20.0,0.004025543221459742
13.17,104.5,198.0,30.0,0.006033984519708076
13.17,104.5,198.0,40.0,0.008042425817956406
13.17,104.5,198.0,50.0,0.010050867116204742
13.17,104.5,238.0,10.0,0.0016784056567706544
13.17,104.5,238.0,20.0,0.003348071455039275
13.17,104.5,238.0,30.0,0.0050177372533078985
13.17,104.5,238.0,40.0,0.0066874030515765214
13.17,104.5,238.0,50.0,0.008357068849845141
13.17,104.5,254.0,10.0,0.0015728161710181479
13.17,104.5,254.0,20.0,0.00313686104645052
13.17,104.5,254.0,30.0,0.004700905921882892
13.17,104.5,254.0,40.0,0.006264950797315264
13.17,104.5,254.0,50.0,0.007828995672747634
13.17,104.5,307.0,10.0,0.0013017278075103636
13.17,104.5,307.0,20.0,0.002594581172836432
13.17,104.5,307.0,30.0,0.003887434538162502
13.17,104.5,307.0,40.0,0.005180287903488571
13.17,104.5,307.0,50.0,0.006473141268814641
13.17,104.5,373.0,10.0,0.0010719582033432884
13.17,104.5,373.0,20.0,0.002134915516624548
13.17,104.5,373.0,30.0,0.003197872829905807
13.17,104.5,373.0,40.0,0.004260830143187066
13.17,104.5,373.0,50.0,0.005323787456468326
13.17,104.5,325.0,10.0,0.0012297944111650712
13.17,104.5,325.0,20.0,0.002450679681078456
13.17,104.5,325.0,30.0,0.003671564950991841
13.17,104.5,325.0,40.0,0.004892450220905223
13.17,104.5,325.0,50.0,0.006113335490818608
13.17,136.7,137.0,10.0,0.0029125045048961893
13.17,136.7,137.0,20.0,0.005816481913127547
13.17,136.7,137.0,30.0,0.008720459321358905
13.17,136.7,137.0,40.0,0.011624436729590256
13.17,136.7,137.0,50.0,0.01452841413782162
13.17,136.7,153.0,10.0,0.002607808799230278
13.17,136.7,153.0,20.0,0.005207059298532627
13.17,136.7,153.0,30.0,0.007806309797834979
13.17,136.7,153.0,40.0,0.010405560297137332
13.17,136.7,153.0,50.0,0.013004810796439684
13.17,136.7,182.0,10.0,0.0021921376019534843
13.17,136.7,182.0,20.0,0.00437566078356851
13.17,136.7,182.0,30.0,0.006559183965183537
13.17,136.7,182.0,40.0,0.00874270714679856
13.17,136.7,182.0,50.0,0.010926230328413587
13.17,136.7,178.0,10.0,0.0022414157999303113
13.17,136.7,178.0,20.0,0.004474224888016105
13.17,136.7,178.0,30.0,0.006707033976101897
13.17,136.7,178.0,40.0,0.008939843064187688
13.17,136.7,178.0,50.0,0.011172652152273482
13.17,136.7,198.0,10.0,0.002014944411010043
13.17,136.7,198.0,20.0,0.004021243667490126
13.17,136.7,198.0,30.0,0.006027542923970209
13.17,136.7,198.0,40.0,0.008033842180450293
13.17,136.7,198.0,50.0,0.010040141436930373
13.17,136.7,238.0,10.0,0.0016762456692557075
13.17,136.7,238.0,20.0,0.003343770019927125
13.17,136.7,238.0,30.0,0.0050112943705985435
13.17,136.7,238.0,40.0,0.006678818721269959
13.17,136.7,238.0,50.0,0.008346343071941379
13.17,136.7,254.0,10.0,0.0015706551903403923
13.17,136.7,254.0,20.0,0.003132558853631574
13.17,136.7,254.0,30.0,0.004694462516922756
13.17,136.7,254.0,40.0,0.006256366180213938
13.17,136.7,254.0,50.0,0.007818269843505123
13.17,136.7,307.0,10.0,0.0012995635273237334
13.17,136.7,307.0,20.0,0.0025902764527970436
13.17,136.7,307.0,30.0,0.0038809893782703543
13.17,136.7,307.0,40.0,0.005171702303743665
13.17,136.7,307.0,50.0,0.006462415229216976
13.17,136.7,373.0,10.0,0.0010697897967026852
13.17,136.7,373.0,20.0,0.0021306076153399848
13.17,136.7,373.0,30.0,0.003191425433977285
13.17,136.7,373.0,40.0,0.004252243252614584
13.17,136.7,373.0,50.0,0.005313061071251884
13.17,136.7,325.0,10.0,0.0012276290074140822
13.17,136.7,325.0,20.0,0.002446374097128964
13.17,136.7,325.0,30.0,0.0036651191868438474
13.17,136.7,325.0,40.0,0.004883864276558729
13.17,136.7,325.0,50.0,0.006102609366273611
19.43,3.492,137.0,10.0,0.0029828072068070273
19.43,3.492,137.0,20.0,0.0059567943565790645
19.43,3.492,137.0,30.0,0.0089307815063511
19.43,3.492,137.0,40.0,0.011904768656123138
19.43,3.492,137.0,50.0,0.014878755805895177
19.43,3.492,153.0,10.0,0.0026781261264254923
19.43,3.492,153.0,20.0,0.0053473667165812025
19.43,3.492,153.0,30.0,0.00801660730673691
19.43,3.492,153.0,40.0,0.010685847896892624
19.43,3.492,153.0,50.0,0.013355088487048332
19.43,3.492,182.0,10.0,0.002262481851577504
19.43,3.492,182.0,20.0,0.004515959916280884
19.43,3.492,182.0,30.0,0.006769437980984261
19.43,3.492,182.0,40.0,0.00902291604568764
19.43,3.492,182.0,50.0,0.011276394110391018
19.43,3.492,178.0,10.0,0.0023117563045293235
19.43,3.492,178.0,20.0,0.0046145251001499694
19.43,3.492,178.0,30.0,0.006917293895770618
19.43,3.492,178.0,40.0,0.009220062691391256
19.43,3.492,178.0,50.0,0.011522831487011906
19.43,3.492,198.0,10.0,0.0020853037411399074
19.43,3.492,198.0,20.0,0.004161538685635686
19.43,3.492,198.0,30.0,0.006237773630131461
19.43,3.492,198.0,40.0,0.008314008574627238
19.43,3.492,198.0,50.0,0.010390243519123012
19.43,3.492,238.0,10.0,0.0017466433955803603
19.43,3.492,238.0,20.0,0.003484056168680918
19.43,3.492,238.0,30.0,0.005221468941781476
19.43,3.492,238.0,40.0,0.006958881714882033
19.43,3.492,238.0,50.0,0.008696294487982589
19.43,3.492,254.0,10.0,0.0016410685487933594
19.43,3.492,254.0,20.0,0.0032728420167443583
19.43,3.492,254.0,30.0,0.004904615484695356
19.43,3.492,254.0,40.0,0.006536388952646353
19.43,3.492,254.0,50.0,0.008168162420597352
19.43,3.492,307.0,10.0,0.0013700297539164716
19.43,3.492,307.0,20.0,0.00273055197477569
19.43,3.492,307.0,30.0,0.004091074195634911
19.43,3.492,307.0,40.0,0.005451596416494131
19.43,3.492,307.0,50.0,0.0068121186373533505
19.43,3.492,373.0,10.0,0.001140324106669075
19.43,3.492,373.0,20.0,0.0022708782971345713
19.43,3.492,373.0,30.0,0.0034014324876000678
19.43,3.492,373.0,40.0,0.004531986678065565
19.43,3.492,373.0,50.0,0.0056625408685310585
19.43,3.492,325.0,10.0,0.001298113560021714
19.43,3.492,325.0,20.0,0.0025866477942812593
19.43,3.492,325.0,30.0,0.003875182028540806
19.43,3.492,325.0,40.0,0.005163716262800352
19.43,3.492,325.0,50.0,0.006452250497059897
19.43,6.062,137.0,10.0,0.002969139962054877
