Beam_I [mm4],Column_I [mm4],Bracing_A [mm2],Load_Lat [kN],Disp_lat [m]
1.71,3.492,238.0,10.0,0.0017071368904565374
1.71,3.492,238.0,20.0,0.0034046390257700164
1.71,3.492,238.0,30.0,0.005102141161083495
1.71,3.492,238.0,40.0,0.006799643296396972
1.71,3.492,238.0,50.0,0.008497145431710451
1.71,3.492,254.0,10.0,0.0016018214342675844
1.71,3.492,254.0,20.0,0.0031939206161816875
1.71,3.492,254.0,30.0,0.004786019798095793
1.71,3.492,254.0,40.0,0.0063781189800098965
1.71,3.492,254.0,50.0,0.007970218161924003
1.71,3.492,307.0,10.0,0.0013316072523303392
1.71,3.492,307.0,20.0,0.002653206259746508
1.71,3.492,307.0,30.0,0.003974805267162677
1.71,3.492,307.0,40.0,0.005296404274578845
1.71,3.492,307.0,50.0,0.006618003281995016
1.71,3.492,373.0,10.0,0.0011028609737766951
1.71,3.492,373.0,20.0,0.002195365061776135
1.71,3.492,373.0,30.0,0.0032878691497755757
1.71,3.492,373.0,40.0,0.004380373237775014
1.71,3.492,373.0,50.0,0.005472877325774456
1.71,3.492,325.0,10.0,0.0012599597601613268
1.71,3.492,325.0,20.0,0.0025098154070847685
1.71,3.492,325.0,30.0,0.00375967105400821
1.71,3.492,325.0,40.0,0.005009526700931652
1.71,3.492,325.0,50.0,0.006259382347855093
1.71,6.062,137.0,10.0,0.002927898491493577
1.71,6.062,137.0,20.0,0.005846794630876108
1.71,6.062,137.0,30.0,0.008765690770258636
1.71,6.062,137.0,40.0,0.011684586909641166
1.71,6.062,137.0,50.0,0.014603483049023697
1.71,6.062,153.0,10.0,0.0026235060024332917
1.71,6.062,153.0,20.0,0.00523792577514936
1.71,6.062,153.0,30.0,0.007852345547865429
1.71,6.062,153.0,40.0,0.010466765320581498
1.71,6.062,153.0,50.0,0.013081185093297571
1.71,6.062,182.0,10.0,0.0022083690586280702
1.71,6.062,182.0,20.0,0.004407501560874394
1.71,6.062,182.0,30.0,0.0066066340631207214
1.71,6.062,182.0,40.0,0.008805766565367044
1.71,6.062,182.0,50.0,0.011004899067613372
1.71,6.062,178.0,10.0,0.002257574702066595
1.71,6.062,178.0,20.0,0.004505933456214278
1.71,6.062,178.0,30.0,0.006754292210361962
1.71,6.062,178.0,40.0,0.009002650964509643
1.71,6.062,178.0,50.0,0.011251009718657326
1.71,6.062,198.0,10.0,0.0020314625816864615
1.71,6.062,198.0,20.0,0.004053606563359579
1.71,6.062,198.0,30.0,0.0060757505450326965
1.71,6.062,198.0,40.0,0.008097894526705812
1.71,6.062,198.0,50.0,0.010120038508378927
1.71,6.062,238.0,10.0,0.0016934572259755772
1.71,6.062,238.0,20.0,0.0033773933544298572
1.71,6.062,238.0,30.0,0.00506132948288414
1.71,6.062,238.0,40.0,0.0067452656113384185
1.71,6.062,238.0,50.0,0.0084292017397927
1.71,6.062,254.0,10.0,0.0015881352522672345
1.71,6.062,254.0,20.0,0.003166669398423617
1.71,6.062,254.0,30.0,0.004745203544579998
1.71,6.062,254.0,40.0,0.006323737690736378
1.71,6.062,254.0,50.0,0.00790227183689276
1.71,6.062,307.0,10.0,0.0013178997538731527
1.71,6.062,307.0,20.0,0.002625937111232315
1.71,6.062,307.0,30.0,0.003933974468591478
1.71,6.062,307.0,40.0,0.0052420118259506425
1.71,6.062,307.0,50.0,0.0065500491833098045
1.71,6.062,373.0,10.0,0.0010891274190599097
1.71,6.062,373.0,20.0,0.0021680743780262326
1.71,6.062,373.0,30.0,0.003247021336992554
1.71,6.062,373.0,40.0,0.004325968295958877
1.71,6.062,373.0,50.0,0.0054049152549252
1.71,6.062,325.0,10.0,0.0012462451067788692
1.71,6.062,325.0,20.0,0.0024825403060987836
1.71,6.062,325.0,30.0,0.003718835505418699
1.71,6.062,325.0,40.0,0.004955130704738614
1.71,6.062,325.0,50.0,0.006191425904058529
1.71,10.33,137.0,10.0,0.0029142485055799762
1.71,10.33,137.0,20.0,0.005819560763760121
1.71,10.33,137.0,30.0,0.008724873021940268
1.71,10.33,137.0,40.0,0.011630185280120412
1.71,10.33,137.0,50.0,0.014535497538300558
1.71,10.33,153.0,10.0,0.0026098492842309773
1.71,10.33,153.0,20.0,0.0052106860764511145
1.71,10.33,153.0,30.0,0.007811522868671251
1.71,10.33,153.0,40.0,0.010412359660891388
1.71,10.33,153.0,50.0,0.01301319645311152
1.71,10.33,182.0,10.0,0.002194700284017826
1.71,10.33,182.0,20.0,0.00438025152905416
1.71,10.33,182.0,30.0,0.006565802774090495
1.71,10.33,182.0,40.0,0.008751354019126828
1.71,10.33,182.0,50.0,0.01093690526416316
1.71,10.33,178.0,10.0,0.002243907580011613
1.71,10.33,178.0,20.0,0.00447868483289017
1.71,10.33,178.0,30.0,0.006713462085768727
1.71,10.33,178.0,40.0,0.008948239338647284
1.71,10.33,178.0,50.0,0.011183016591525844
1.71,10.33,198.0,10.0,0.002017787227715227
1.71,10.33,198.0,20.0,0.004026350947044318
1.71,10.33,198.0,30.0,0.006034914666373408
1.71,10.33,198.0,40.0,0.008043478385702497
1.71,10.33,198.0,50.0,0.010052042105031585
1.71,10.33,238.0,10.0,0.0016797656202213438
1.71,10.33,238.0,20.0,0.0033501240906663363
1.71,10.33,238.0,30.0,0.00502048256111133
1.71,10.33,238.0,40.0,0.006690841031556322
1.71,10.33,238.0,50.0,0.008361199502001315
1.71,10.33,254.0,10.0,0.001574437216167494
1.71,10.33,254.0,20.0,0.003139394787486844
1.71,10.33,254.0,30.0,0.004704352358806195
1.71,10.33,254.0,40.0,0.006269309930125544
1.71,10.33,254.0,50.0,0.007834267501444893
1.71,10.33,307.0,10.0,0.00130418066141029
1.71,10.33,307.0,20.0,0.002598645174291299
1.71,10.33,307.0,30.0,0.003893109687172308
1.71,10.33,307.0,40.0,0.005187574200053315
1.71,10.33,307.0,50.0,0.006482038712934325
1.71,10.33,373.0,10.0,0.001075382537529912
1.71,10.33,373.0,20.0,0.0021407615488650534
1.71,10.33,373.0,30.0,0.0032061405602001945
1.71,10.33,373.0,40.0,0.004271519571535338
1.71,10.33,373.0,50.0,0.005336898582870476
1.71,10.33,325.0,10.0,0.0012325189382147205
1.71,10.33,325.0,20.0,0.002455242603647199
1.71,10.33,325.0,30.0,0.0036779662690796786
1.71,10.33,325.0,40.0,0.004900689934512157
1.71,10.33,325.0,50.0,0.006123413599944636
1.71,16.73,137.0,10.0,0.002903499312621869
1.71,16.73,137.0,20.0,0.005798114540162638
1.71,16.73,137.0,30.0,0.008692729767703404
1.71,16.73,137.0,40.0,0.011587344995244176
1.71,16.73,137.0,50.0,0.014481960222784944
1.71,16.73,153.0,10.0,0.002599095008794961
1.71,16.73,153.0,20.0,0.005189235721540341
1.71,16.73,153.0,30.0,0.007779376434285721
1.71,16.73,153.0,40.0,0.010369517147031099
1.71,16.73,153.0,50.0,0.01295965785977648
1.71,16.73,182.0,10.0,0.0021839368890872067
1.71,16.73,182.0,20.0,0.004358793831891223
1.71,16.73,182.0,30.0,0.0065336507746952405
1.71,16.73,182.0,40.0,0.008708507717499259
1.71,16.73,182.0,50.0,0.010883364660303277
1.71,16.73,178.0,10.0,0.0022331454364606707
1.71,16.73,178.0,20.0,0.004457228138395124
1.71,16.73,178.0,30.0,0.006681310840329576
1.71,16.73,178.0,40.0,0.008905393542264026
1.71,16.73,178.0,50.0,0.011129476244198478
1.71,16.73,198.0,10.0,0.0020070188461675546
1.71,16.73,198.0,20.0,0.004004889268112553
1.71,16.73,198.0,30.0,0.006002759690057548
1.71,16.73,198.0,40.0,0.008000630112002544
1.71,16.73,198.0,50.0,0.009998500533947543
1.71,16.73,238.0,10.0,0.0016689848899976117
1.71,16.73,238.0,20.0,0.003328652634732144
1.71,16.73,238.0,30.0,0.004988320379466677
1.71,16.73,238.0,40.0,0.006647988124201208
1.71,16.73,238.0,50.0,0.008307655868935742
1.71,16.73,254.0,10.0,0.0015636515875723815
1.71,16.73,254.0,20.0,0.0031179194815546614
1.71,16.73,254.0,30.0,0.00467218737553694
1.71,16.73,254.0,40.0,0.006226455269519218
1.71,16.73,254.0,50.0,0.0077807231635015
1.71,16.73,307.0,10.0,0.001293378944113598
1.71,16.73,307.0,20.0,0.002577157313736614
1.71,16.73,307.0,30.0,0.00386093568335963
1.71,16.73,307.0,40.0,0.005144714052982647
1.71,16.73,307.0,50.0,0.006428492422605663
1.71,16.73,373.0,10.0,0.0010645610162694687
1.71,16.73,373.0,20.0,0.0021192583813211758
1.71,16.73,373.0,30.0,0.003173955746372883
1.71,16.73,373.0,40.0,0.004228653111424591
1.71,16.73,373.0,50.0,0.0052833504764762985
1.71,16.73,325.0,10.0,0.0012217117976846283
1.71,16.73,325.0,20.0,0.002433750537481221
1.71,16.73,325.0,30.0,0.0036457892772778122
1.71,16.73,325.0,40.0,0.004857828017074403
1.71,16.73,325.0,50.0,0.0060698667568709974
1.71,25.1,137.0,10.0,0.0028969702501256502
1.71,25.1,137.0,20.0,0.00578508817474495
1.71,25.1,137.0,30.0,0.008673206099364252
1.71,25.1,137.0,40.0,0.011561324023983554
1.71,25.1,137.0,50.0,0.014449441948602855
1.71,25.1,153.0,10.0,0.002592563177134093
1.71,25.1,153.0,20.0,0.005176207512558416
1.71,25.1,153.0,30.0,0.00775985184798274
1.71,25.1,153.0,40.0,0.010343496183407064
1.71,25.1,153.0,50.0,0.01292714051883139
1.71,25.1,182.0,10.0,0.002177400062667544
1.71,25.1,182.0,20.0,0.004345762312740256
1.71,25.1,182.0,30.0,0.0065141245628129694
1.71,25.1,182.0,40.0,0.00868248681288568
1.71,25.1,182.0,50.0,0.010850849062958391
1.71,25.1,178.0,10.0,0.0022266092974837872
1.71,25.1,178.0,20.0,0.004444197074184487
1.71,25.1,178.0,30.0,0.0066617848508851865
1.71,25.1,178.0,40.0,0.008879372627585888
1.71,25.1,178.0,50.0,0.011096960404286588
1.71,25.1,198.0,10.0,0.0020004792736578016
1.71,25.1,198.0,20.0,0.003991855932313781
1.71,25.1,198.0,30.0,0.00598323259096976
1.71,25.1,198.0,40.0,0.007974609249625739
1.71,25.1,198.0,50.0,0.009965985908281719
1.71,25.1,238.0,10.0,0.0016624384700845425
1.71,25.1,238.0,20.0,0.0033156147643576043
1.71,25.1,238.0,30.0,0.004968791058630666
1.71,25.1,238.0,40.0,0.0066219673529037265
1.71,25.1,238.0,50.0,0.008275143647176787
1.71,25.1,254.0,10.0,0.0015571024326979843
1.71,25.1,254.0,20.0,0.0031048797946085335
1.71,25.1,254.0,30.0,0.004652657156519081
1.71,25.1,254.0,40.0,0.0062004345184296285
1.71,25.1,254.0,50.0,0.007748211880340178
1.71,25.1,307.0,10.0,0.0012868207316350344
1.71,25.1,307.0,20.0,0.002564111574467338
1.71,25.1,307.0,30.0,0.0038414024172996417
1.71,25.1,307.0,40.0,0.005118693260131947
1.71,25.1,307.0,50.0,0.00639598410296425
1.71,25.1,373.0,10.0,0.0010579915024741227
1.71,25.1,373.0,20.0,0.0021062049912564653
1.71,25.1,373.0,30.0,0.0031544184800388073
1.71,25.1,373.0,40.0,0.004202631968821149
1.71,25.1,373.0,50.0,0.005250845457603491
1.71,25.1,325.0,10.0,0.0012151505067097296
1.71,25.1,325.0,20.0,0.002420702725912163
1.71,25.1,325.0,30.0,0.003626254945114598
1.71,25.1,325.0,40.0,0.004831807164317032
1.71,25.1,325.0,50.0,0.006037359383519466
1.71,36.92,137.0,10.0,0.002890787431681415
1.71,36.92,137.0,20.0,0.005772752963437707
1.71,36.92,137.0,30.0,0.008654718495194001
1.71,36.92,137.0,40.0,0.011536684026950296
1.71,36.92,137.0,50.0,0.01441864955870659
1.71,36.92,153.0,10.0,0.00258637803197272
1.71,36.92,153.0,20.0,0.005163871174484441
1.71,36.92,153.0,30.0,0.007741364316996159
1.71,36.92,153.0,40.0,0.01031885745950788
1.71,36.92,153.0,50.0,0.012896350602019597
1.71,36.92,182.0,10.0,0.002171210686882582
1.71,36.92,182.0,20.0,0.004333423892932556
1.71,36.92,182.0,30.0,0.0064956370989825325
1.71,36.92,182.0,40.0,0.00865785030503251
1.71,36.92,182.0,50.0,0.01082006351108249
1.71,36.92,178.0,10.0,0.0022204205064618476
1.71,36.92,178.0,20.0,0.0044318589449708215
1.71,36.92,178.0,30.0,0.006643297383479795
1.71,36.92,178.0,40.0,0.00885473582198877
1.71,36.92,178.0,50.0,0.011066174260497741
1.71,36.92,198.0,10.0,0.0019942875543003027
1.71,36.92,198.0,20.0,0.003979516337847661
1.71,36.92,198.0,30.0,0.005964745121395016
1.71,36.92,198.0,40.0,0.007949973904942374
1.71,36.92,198.0,50.0,0.00993520268848973
1.71,36.92,238.0,10.0,0.001656240855844686
1.71,36.92,238.0,20.0,0.003303272139043893
1.71,36.92,238.0,30.0,0.0049503034222430995
1.71,36.92,238.0,40.0,0.006597334705442307
1.71,36.92,238.0,50.0,0.008244365988641514
1.71,36.92,254.0,10.0,0.0015509024444734037
1.71,36.92,254.0,20.0,0.0030925359163562075
1.71,36.92,254.0,30.0,0.0046341693882390135
1.71,36.92,254.0,40.0,0.006175802860121817
1.71,36.92,254.0,50.0,0.00771743633200462
1.71,36.92,307.0,10.0,0.0012806128072101255
1.71,36.92,307.0,20.0,0.0025517633697014603
1.71,36.92,307.0,30.0,0.0038229139321927937
1.71,36.92,307.0,40.0,0.0050940644946841284
1.71,36.92,307.0,50.0,0.006365215057175463
1.71,36.92,373.0,10.0,0.0010517735296730881
1.71,36.92,373.0,20.0,0.0020938510106186057
1.71,36.92,373.0,30.0,0.003135928491564123
1.71,36.92,373.0,40.0,0.004178005972509641
1.71,36.92,373.0,50.0,0.005220083453455158
1.71,36.92,325.0,10.0,0.0012089398604320963
1.71,36.92,325.0,20.0,0.002408352988797806
1.71,36.92,325.0,30.0,0.0036077661171635164
1.71,36.92,325.0,40.0,0.004807179245529227
1.71,36.92,325.0,50.0,0.006006592373894938
1.71,54.1,137.0,10.0,0.0028855376434849594
1.71,54.1,137.0,20.0,0.005762279725923845
1.71,54.1,137.0,30.0,0.008639021808362735
1.71,54.1,137.0,40.0,0.011515763890801623
1.71,54.1,137.0,50.0,0.014392505973240505
1.71,54.1,153.0,10.0,0.0025811268031504047
1.71,54.1,153.0,20.0,0.005153398101029782
1.71,54.1,153.0,30.0,0.007725669398909164
1.71,54.1,153.0,40.0,0.010297940696788542
1.71,54.1,153.0,50.0,0.01287021199466792
1.71,54.1,182.0,10.0,0.002165956772157956
1.71,54.1,182.0,20.0,0.004322950962530215
1.71,54.1,182.0,30.0,0.006479945152902476
1.71,54.1,182.0,40.0,0.008636939343274735
1.71,54.1,182.0,50.0,0.010793933533646995
1.71,54.1,178.0,10.0,0.002215166967882189
1.71,54.1,178.0,20.0,0.004421386006614746
1.71,54.1,178.0,30.0,0.006627605045347303
1.71,54.1,178.0,40.0,0.00883382408407986
1.71,54.1,178.0,50.0,0.01104004312281242
1.71,54.1,198.0,10.0,0.001989032116984315
1.71,54.1,198.0,20.0,0.003969043401737897
1.71,54.1,198.0,30.0,0.005949054686491478
1.71,54.1,198.0,40.0,0.007929065971245054
1.71,54.1,198.0,50.0,0.009909077255998634
1.71,54.1,238.0,10.0,0.0016509814873527622
1.71,54.1,238.0,20.0,0.003292798928227961
1.71,54.1,238.0,30.0,0.004934616369103163
1.71,54.1,238.0,40.0,0.006576433809978363
1.71,54.1,238.0,50.0,0.008218251250853563
1.71,54.1,254.0,10.0,0.001545641454361346
1.71,54.1,254.0,20.0,0.0030820624928905123
1.71,54.1,254.0,30.0,0.004618483531419676
1.71,54.1,254.0,40.0,0.006154904569948843
1.71,54.1,254.0,50.0,0.007691325608478008
1.71,54.1,307.0,10.0,0.0012753462502529827
1.71,54.1,307.0,20.0,0.0025412888341695343
1.71,54.1,307.0,30.0,0.0038072314180860856
1.71,54.1,307.0,40.0,0.00507317400200264
1.71,54.1,307.0,50.0,0.00633911658591919
1.71,54.1,373.0,10.0,0.0010464996381751327
1.71,54.1,373.0,20.0,0.0020833742539065063
1.71,54.1,373.0,30.0,0.0031202488696378803
1.71,54.1,373.0,40.0,0.004157123485369253
1.71,54.1,373.0,50.0,0.005193998101100626
1.71,54.1,325.0,10.0,0.0012036713463476013
1.71,54.1,325.0,20.0,0.0023978779370674766
1.71,54.1,325.0,30.0,0.0035920845277873504
1.71,54.1,325.0,40.0,0.004786291118507227
1.71,54.1,325.0,50.0,0.005980497709227101
1.71,77.63,137.0,10.0,0.002881259841218106
1.71,77.63,137.0,20.0,0.005753746316070384
1.71,77.63,137.0,30.0,0.008626232790922658
1.71,77.63,137.0,40.0,0.011498719265774936
1.71,77.63,137.0,50.0,0.01437120574062721
1.71,77.63,153.0,10.0,0.0025768485416499416
1.71,77.63,153.0,20.0,0.005144866325387534
1.71,77.63,153.0,30.0,0.007712884109125126
1.71,77.63,153.0,40.0,0.010280901892862723
1.71,77.63,153.0,50.0,0.012848919676600313
1.71,77.63,182.0,10.0,0.002161677533438342
1.71,77.63,182.0,20.0,0.00431442185971338
1.71,77.63,182.0,30.0,0.0064671661859884225
1.71,77.63,182.0,40.0,0.008619910512263462
1.71,77.63,182.0,50.0,0.010772654838538504
1.71,77.63,178.0,10.0,0.0022108878747142883
1.71,77.63,178.0,20.0,0.004412856556655382
1.71,77.63,178.0,30.0,0.006614825238596475
1.71,77.63,178.0,40.0,0.00881679392053757
1.71,77.63,178.0,50.0,0.011018762602478659
1.71,77.63,198.0,10.0,0.0019847522626231687
1.71,77.63,198.0,20.0,0.003960515620518456
1.71,77.63,198.0,30.0,0.005936278978413742
1.71,77.63,198.0,40.0,0.007912042336309027
1.71,77.63,198.0,50.0,0.009887805694204313
1.71,77.63,238.0,10.0,0.0016466998679188322
1.71,77.63,238.0,20.0,0.0032842739976166146
1.71,77.63,238.0,30.0,0.004921848127314399
1.71,77.63,238.0,40.0,0.006559422257012181
1.71,77.63,238.0,50.0,0.008196996386709966
1.71,77.63,254.0,10.0,0.001541359042049055
1.71,77.63,254.0,20.0,0.0030735385280199006
1.71,77.63,254.0,30.0,0.004605718013990747
1.71,77.63,254.0,40.0,0.006137897499961594
1.71,77.63,254.0,50.0,0.007670076985932438
1.71,77.63,307.0,10.0,0.001271060876897478
1.71,77.63,307.0,20.0,0.0025327673953232897
1.71,77.63,307.0,30.0,0.0037944739137491007
1.71,77.63,307.0,40.0,0.005056180432174911
1.71,77.63,307.0,50.0,0.006317886950600723
1.71,77.63,373.0,10.0,0.0010422099073096685
1.71,77.63,373.0,20.0,0.002074854613297665
1.71,77.63,373.0,30.0,0.003107499319285662
1.71,77.63,373.0,40.0,0.004140144025273658
1.71,77.63,373.0,50.0,0.005172788731261653
1.71,77.63,325.0,10.0,0.0011993848555909973
1.71,77.63,325.0,20.0,0.0023893571313477607
1.71,77.63,325.0,30.0,0.0035793294071045246
1.71,77.63,325.0,40.0,0.00476930168286129
1.71,77.63,325.0,50.0,0.005959273958618053
1.71,104.5,137.0,10.0,0.0028788596061250396
1.71,104.5,137.0,20.0,0.005748959116364222
1.71,104.5,137.0,30.0,0.008619058626603402
1.71,104.5,137.0,40.0,0.011489158136842585
1.71,104.5,137.0,50.0,0.014359257647081769
1.71,104.5,153.0,10.0,0.002574449040388419
1.71,104.5,153.0,20.0,0.005140082120870621
1.71,104.5,153.0,30.0,0.00770571520135282
1.71,104.5,153.0,40.0,0.010271348281835027
1.71,104.5,153.0,50.0,0.012836981362317226
1.71,104.5,182.0,10.0,0.0021592791724359037
1.71,104.5,182.0,20.0,0.004309642711768832
1.71,104.5,182.0,30.0,0.006460006251101762
1.71,104.5,182.0,40.0,0.00861036979043469
1.71,104.5,182.0,50.0,0.010760733329767617
1.71,104.5,178.0,10.0,0.0022084893705207756
1.71,104.5,178.0,20.0,0.004408076738880478
1.71,104.5,178.0,30.0,0.006607664107240181
1.71,104.5,178.0,40.0,0.008807251475599881
1.71,104.5,178.0,50.0,0.011006838843959584
1.71,104.5,198.0,10.0,0.00198235443074579
1.71,104.5,198.0,20.0,0.003955739066255787
1.71,104.5,198.0,30.0,0.005929123701765785
1.71,104.5,198.0,40.0,0.007902508337275784
1.71,104.5,198.0,50.0,0.009875892972785778
1.71,104.5,238.0,10.0,0.0016443030653087252
1.71,104.5,238.0,20.0,0.003279503350971972
1.71,104.5,238.0,30.0,0.004914703636635219
1.71,104.5,238.0,40.0,0.006549903922298465
1.71,104.5,238.0,50.0,0.00818510420796171
1.71,104.5,254.0,10.0,0.0015389625390190376
1.71,104.5,254.0,20.0,0.0030687700239411617
1.71,104.5,254.0,30.0,0.004598577508863286
1.71,104.5,254.0,40.0,0.00612838499378541
1.71,104.5,254.0,50.0,0.007658192478707532
1.71,104.5,307.0,10.0,0.0012686649382060093
1.71,104.5,307.0,20.0,0.0025280051456920668
1.71,104.5,307.0,30.0,0.0037873453531781245
1.71,104.5,307.0,40.0,0.005046685560664182
1.71,104.5,307.0,50.0,0.00630602576815024
1.71,104.5,373.0,10.0,0.0010398138231101249
1.71,104.5,373.0,20.0,0.002070098480071245
1.71,104.5,373.0,30.0,0.003100383137032365
1.71,104.5,373.0,40.0,0.004130667793993484
1.71,104.5,373.0,50.0,0.005160952450954605
1.71,104.5,325.0,10.0,0.00119698896661089
1.71,104.5,325.0,20.0,0.0023845967261278923
1.71,104.5,325.0,30.0,0.003572204485644896
1.71,104.5,325.0,40.0,0.004759812245161898
1.71,104.5,325.0,50.0,0.0059474200046789
1.71,136.7,137.0,10.0,0.002876967245245291
1.71,136.7,137.0,20.0,0.005745185614209527
1.71,136.7,137.0,30.0,0.008613403983173765
1.71,136.7,137.0,40.0,0.011481622352138001
1.71,136.7,137.0,50.0,0.014349840721102234
1.71,136.7,153.0,10.0,0.0025725580457194156
1.71,136.7,153.0,20.0,0.005136312636066281
1.71,136.7,153.0,30.0,0.007700067226413148
1.71,136.7,153.0,40.0,0.010263821816760018
1.71,136.7,153.0,50.0,0.012827576407106883
1.71,136.7,182.0,10.0,0.0021573904207847043
1.71,136.7,182.0,20.0,0.004305880049178109
1.71,136.7,182.0,30.0,0.006454369677571511
1.71,136.7,182.0,40.0,0.008602859305964914
1.71,136.7,182.0,50.0,0.010751348934358317
1.71,136.7,178.0,10.0,0.0022066003267852295
1.71,136.7,178.0,20.0,0.0044043131693125865
1.71,136.7,178.0,30.0,0.006602026011839938
1.71,136.7,178.0,40.0,0.008799738854367294
1.71,136.7,178.0,50.0,0.01099745169689465
1.71,136.7,198.0,10.0,0.0019804667939114632
1.71,136.7,198.0,20.0,0.00395197992639547
1.71,136.7,198.0,30.0,0.005923493058879476
1.71,136.7,198.0,40.0,0.00789500619136348
1.71,136.7,198.0,50.0,0.009866519323847488
1.71,136.7,238.0,10.0,0.0016424178562283508
1.71,136.7,238.0,20.0,0.0032757523121445444
1.71,136.7,238.0,30.0,0.004909086768060738
1.71,136.7,238.0,40.0,0.006542421223976933
1.71,136.7,238.0,50.0,0.008175755679893124
1.71,136.7,254.0,10.0,0.0015370781641462416
1.71,136.7,254.0,20.0,0.0030650219566444726
1.71,136.7,254.0,30.0,0.0045929657491427045
1.71,136.7,254.0,40.0,0.006120909541640935
1.71,136.7,254.0,50.0,0.007648853334139165
1.71,136.7,307.0,10.0,0.0012667828059301162
1.71,136.7,307.0,20.0,0.002524265898594248
1.71,136.7,307.0,30.0,0.003781748991258381
1.71,136.7,307.0,40.0,0.005039232083922514
1.71,136.7,307.0,50.0,0.006296715176586647
1.71,136.7,373.0,10.0,0.0010379334552557053
1.71,136.7,373.0,20.0,0.002066368195618817
1.71,136.7,373.0,30.0,0.0030948029359819285
1.71,136.7,373.0,40.0,0.004123237676345039
1.71,136.7,373.0,50.0,0.005151672416708149
1.71,136.7,325.0,10.0,0.0011951074237093809
1.71,136.7,325.0,20.0,0.0023808601360435725
1.71,136.7,325.0,30.0,0.0035666128483777633
1.71,136.7,325.0,40.0,0.004752365560711954
1.71,136.7,325.0,50.0,0.005938118273046147
3.178,3.492,137.0,10.0,0.002955445843261777
3.178,3.492,137.0,20.0,0.0059019065952449126
3.178,3.492,137.0,30.0,0.008848367347228046
3.178,3.492,137.0,40.0,0.011794828099211181
3.178,3.492,137.0,50.0,0.014741288851194311
3.178,3.492,153.0,10.0,0.002650935966001677
3.178,3.492,153.0,20.0,0.005292803864707307
3.178,3.492,153.0,30.0,0.00793467176341294
3.178,3.492,153.0,40.0,0.010576539662118576
3.178,3.492,153.0,50.0,0.013218407560824206
3.178,3.492,182.0,10.0,0.0022355940539383525
3.178,3.492,182.0,20.0,0.004461970887363693
3.178,3.492,182.0,30.0,0.0066883477207890325
3.178,3.492,182.0,40.0,0.008914724554214376
3.178,3.492,182.0,50.0,0.011141101387639714
3.178,3.492,178.0,10.0,0.0022848273935014195
3.178,3.492,178.0,20.0,0.0045604580468513465
3.178,3.492,178.0,30.0,0.0068360887002012725
3.178,3.492,178.0,40.0,0.009111719353551201
3.178,3.492,178.0,50.0,0.011387350006901126
3.178,3.492,198.0,10.0,0.0020585785598960884
3.178,3.492,198.0,20.0,0.004107858265119769
